brsr_id,brsr_text,brsr_match_type,brsr_mapping_semantics,gri_code_from_brsr,gri_standard,gri_disclosure,gri_granularity,esrs_datapoint_id,esrs_sheet,esrs_topic_code,esrs_dr,esrs_paragraph,esrs_name,esrs_data_type,gri_esrs_source,interop_mapping_type,interop_esrs_requirement,mapping_chain,mapping_confidence,gri_parent_disclosure,esrs_expansion_count,expansion_class,precision_class,precision_reason,candidate_status
P3-E15,Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions. Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions.,direct,direct,403-10-C-II-III,GRI 403,403-10,requirement,S1-14_08,ESRS S1,S1,S1-14,89,Number of cases of recordable work-related ill health of non-employees,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS S1 S1-4, §38 (a); S1-14 §88 (b) and (d); §89; §AR 82",BRSR -> GRI -> ESRS,transitive_official,403-10,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E15,Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions. Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions.,direct,direct,403-10-C-II-III,GRI 403,403-10,requirement,S1-14_12,ESRS S1,S1,S1-14,AR 94,Number of cases of recordable work-related ill health detected among former own workforce,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS S1 S1-4, §38 (a); S1-14 §88 (b) and (d); §89; §AR 82",BRSR -> GRI -> ESRS,transitive_official,403-10,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E15,Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions. Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions.,direct,direct,403-10,GRI 403,403-10,disclosure,S1-14_06,ESRS S1,S1,S1-14,88 d,Number of cases of recordable work-related ill health of employees,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS S1 S1-4, §38 (a); S1-14 §88 (b) and (d); §89; §AR 82",BRSR -> GRI -> ESRS,transitive_official,403-10,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E15,Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions. Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions.,direct,direct,403-10,GRI 403,403-10,disclosure,S1-14_08,ESRS S1,S1,S1-14,89,Number of cases of recordable work-related ill health of non-employees,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS S1 S1-4, §38 (a); S1-14 §88 (b) and (d); §89; §AR 82",BRSR -> GRI -> ESRS,transitive_official,403-10,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E15,Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions. Provide details of any corrective action taken or underway to address safety-related incidents (if any) and on significant risks / concerns arising from assessments of health & safety practices and working conditions.,direct,direct,403-10,GRI 403,403-10,disclosure,S1-14_12,ESRS S1,S1,S1-14,AR 94,Number of cases of recordable work-related ill health detected among former own workforce,Integer,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS S1 S1-4, §38 (a); S1-14 §88 (b) and (d); §89; §AR 82",BRSR -> GRI -> ESRS,transitive_official,403-10,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-A,GRI 401,401-3,requirement,S1-15_01,ESRS S1,S1,S1-15,93 a,Percentage of employees entitled to take family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-A,GRI 401,401-3,requirement,S1-15_02,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-A,GRI 401,401-3,requirement,S1-15_03,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave by gender [table],Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-B,GRI 401,401-3,requirement,S1-15_01,ESRS S1,S1,S1-15,93 a,Percentage of employees entitled to take family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-B,GRI 401,401-3,requirement,S1-15_02,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-B,GRI 401,401-3,requirement,S1-15_03,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave by gender [table],Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-C,GRI 401,401-3,requirement,S1-15_01,ESRS S1,S1,S1-15,93 a,Percentage of employees entitled to take family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-C,GRI 401,401-3,requirement,S1-15_02,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-C,GRI 401,401-3,requirement,S1-15_03,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave by gender [table],Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-D,GRI 401,401-3,requirement,S1-15_01,ESRS S1,S1,S1-15,93 a,Percentage of employees entitled to take family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-D,GRI 401,401-3,requirement,S1-15_02,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-D,GRI 401,401-3,requirement,S1-15_03,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave by gender [table],Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-E,GRI 401,401-3,requirement,S1-15_01,ESRS S1,S1,S1-15,93 a,Percentage of employees entitled to take family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-E,GRI 401,401-3,requirement,S1-15_02,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3-E,GRI 401,401-3,requirement,S1-15_03,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave by gender [table],Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3,GRI 401,401-3,disclosure,S1-15_01,ESRS S1,S1,S1-15,93 a,Percentage of employees entitled to take family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3,GRI 401,401-3,disclosure,S1-15_02,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E5,Return to work and retention rates of permanent employees and workers that took parental leave. Gender-wise: Return to work rate Retention rate For both permanent employees and workers,direct,direct,401-3,GRI 401,401-3,disclosure,S1-15_03,ESRS S1,S1,S1-15,93 b,Percentage of entitled employees that took family-related leave by gender [table],Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-15 §93,BRSR -> GRI -> ESRS,transitive_official,401-3,3,small_expansion,review,small_expansion_partial_requirement,candidate
P3-E8,Details of training given to employees and workers: Gender-wise for employees and workers on: Health and safety measures Skill upgrade Total,direct,direct,404-2-A,GRI 404,404-2,requirement,S1-1_22,ESRS S1,S1,S1-1,AR 17 h,Has programs to promote access to skills development.,semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-1 §AR 17 (h),BRSR -> GRI -> ESRS,transitive_official,404-2,1,one_to_one,review,one_to_one_partial_requirement,candidate
P3-E8,Details of training given to employees and workers: Gender-wise for employees and workers on: Health and safety measures Skill upgrade Total,direct,direct,404-2,GRI 404,404-2,disclosure,S1-1_22,ESRS S1,S1,S1-1,AR 17 h,Has programs to promote access to skills development.,semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-1 §AR 17 (h),BRSR -> GRI -> ESRS,transitive_official,404-2,1,one_to_one,review,one_to_one_partial_requirement,candidate
P3-E9,Details of performance and career development reviews of employees and worker: Gender-wise numbers and %age,direct,direct,404-3-A,GRI 404,404-3,requirement,S1-13_01,ESRS S1,S1,S1-13,83 a,Training and skills development indicators gender [table],Table,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-13 §83 (a) and §84,BRSR -> GRI -> ESRS,transitive_official,404-3,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P3-E9,Details of performance and career development reviews of employees and worker: Gender-wise numbers and %age,direct,direct,404-3-A,GRI 404,404-3,requirement,S1-13_02,ESRS S1,S1,S1-13,83 a,Percentage of employees that participated in regular performance and career development reviews,Table/Percent,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-13 §83 (a) and §84,BRSR -> GRI -> ESRS,transitive_official,404-3,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P3-E9,Details of performance and career development reviews of employees and worker: Gender-wise numbers and %age,direct,direct,404-3,GRI 404,404-3,disclosure,S1-13_01,ESRS S1,S1,S1-13,83 a,Training and skills development indicators gender [table],Table,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-13 §83 (a) and §84,BRSR -> GRI -> ESRS,transitive_official,404-3,2,small_expansion,review,small_expansion_disclosure_level,candidate
P3-E9,Details of performance and career development reviews of employees and worker: Gender-wise numbers and %age,direct,direct,404-3,GRI 404,404-3,disclosure,S1-13_02,ESRS S1,S1,S1-13,83 a,Percentage of employees that participated in regular performance and career development reviews,Table/Percent,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-13 §83 (a) and §84,BRSR -> GRI -> ESRS,transitive_official,404-3,2,small_expansion,review,small_expansion_disclosure_level,candidate
P3-L4,Does the entity provide transition assistance programs to facilitate continued employability and the management of career endings resulting from retirement or termination of employment? (Yes/ No),direct,direct,404-2-B,GRI 404,404-2,requirement,S1-1_22,ESRS S1,S1,S1-1,AR 17 h,Has programs to promote access to skills development.,semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-1 §AR 17 (h),BRSR -> GRI -> ESRS,transitive_official,404-2,1,one_to_one,review,one_to_one_partial_requirement,candidate
P3-L4,Does the entity provide transition assistance programs to facilitate continued employability and the management of career endings resulting from retirement or termination of employment? (Yes/ No),direct,direct,404-2,GRI 404,404-2,disclosure,S1-1_22,ESRS S1,S1,S1-1,AR 17 h,Has programs to promote access to skills development.,semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-1 §AR 17 (h),BRSR -> GRI -> ESRS,transitive_official,404-2,1,one_to_one,review,one_to_one_partial_requirement,candidate
P4-L1,"Provide the processes for consultation between stakeholders and the Board on economic, environmental, and social topics or if consultation is delegated, how is feedback from such consultations provided to the Board.",direct,direct,2-13,GRI 2,2-13,disclosure,GOV-1_11,ESRS 2,ESRS 2,GOV-1,22 c i,Description of how oversight is exercised over management-level position or committee to which management's role is delegated to,narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS 2 GOV-1 §22 (c) i and ii; GOV- 2 §26 (a); ESRS G1 G1-3 §18 (c),BRSR -> GRI -> ESRS,transitive_official,2-13,3,small_expansion,review,small_expansion_disclosure_level,candidate
P4-L1,"Provide the processes for consultation between stakeholders and the Board on economic, environmental, and social topics or if consultation is delegated, how is feedback from such consultations provided to the Board.",direct,direct,2-13,GRI 2,2-13,disclosure,GOV-1_12,ESRS 2,ESRS 2,GOV-1,22 c ii,"Information about reporting lines to administrative, management and supervisory bodies",narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS 2 GOV-1 §22 (c) i and ii; GOV- 2 §26 (a); ESRS G1 G1-3 §18 (c),BRSR -> GRI -> ESRS,transitive_official,2-13,3,small_expansion,review,small_expansion_disclosure_level,candidate
P4-L1,"Provide the processes for consultation between stakeholders and the Board on economic, environmental, and social topics or if consultation is delegated, how is feedback from such consultations provided to the Board.",direct,direct,2-13,GRI 2,2-13,disclosure,G1-3_03,ESRS G1,G1,G1-3,18 c,"Information about process to report outcomes to administrative, management and supervisory bodies",narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS 2 GOV-1 §22 (c) i and ii; GOV- 2 §26 (a); ESRS G1 G1-3 §18 (c),BRSR -> GRI -> ESRS,transitive_official,2-13,3,small_expansion,review,small_expansion_disclosure_level,candidate
P5-E2,"Details of minimum wages paid to employees and workers, in the following format: For current and previous financial year, gender-wise for- Permanent and other employees Permanent and other workers",direct,direct,405-2-A,GRI 405,405-2,requirement,S1-16_01,ESRS S1,S1,S1-16,97 a,Gender pay gap,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-16 §97 and §98,BRSR -> GRI -> ESRS,transitive_official,405-2,3,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P5-E2,"Details of minimum wages paid to employees and workers, in the following format: For current and previous financial year, gender-wise for- Permanent and other employees Permanent and other workers",direct,direct,405-2-A,GRI 405,405-2,requirement,S1-16_04,ESRS S1,S1,S1-16,98,Gender pay gap breakdown by employee category and/or country/segment [table],Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-16 §97 and §98,BRSR -> GRI -> ESRS,transitive_official,405-2,3,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P5-E2,"Details of minimum wages paid to employees and workers, in the following format: For current and previous financial year, gender-wise for- Permanent and other employees Permanent and other workers",direct,direct,405-2-A,GRI 405,405-2,requirement,S1-16_05,ESRS S1,S1,S1-16,98,Gender pay gap breakdown by employee category and ordinary basic salary and complementary/variable components,Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-16 §97 and §98,BRSR -> GRI -> ESRS,transitive_official,405-2,3,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P5-E2,"Details of minimum wages paid to employees and workers, in the following format: For current and previous financial year, gender-wise for- Permanent and other employees Permanent and other workers",direct,direct,405-2,GRI 405,405-2,disclosure,S1-16_01,ESRS S1,S1,S1-16,97 a,Gender pay gap,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-16 §97 and §98,BRSR -> GRI -> ESRS,transitive_official,405-2,3,small_expansion,review,small_expansion_disclosure_level,candidate
P5-E2,"Details of minimum wages paid to employees and workers, in the following format: For current and previous financial year, gender-wise for- Permanent and other employees Permanent and other workers",direct,direct,405-2,GRI 405,405-2,disclosure,S1-16_04,ESRS S1,S1,S1-16,98,Gender pay gap breakdown by employee category and/or country/segment [table],Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-16 §97 and §98,BRSR -> GRI -> ESRS,transitive_official,405-2,3,small_expansion,review,small_expansion_disclosure_level,candidate
P5-E2,"Details of minimum wages paid to employees and workers, in the following format: For current and previous financial year, gender-wise for- Permanent and other employees Permanent and other workers",direct,direct,405-2,GRI 405,405-2,disclosure,S1-16_05,ESRS S1,S1,S1-16,98,Gender pay gap breakdown by employee category and ordinary basic salary and complementary/variable components,Table/numerical,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS S1 S1-16 §97 and §98,BRSR -> GRI -> ESRS,transitive_official,405-2,3,small_expansion,review,small_expansion_disclosure_level,candidate
P5-E3,"Details of remuneration/salary/wages, in the following format (gender-wise): Board of Directors (BoD) Key Managerial Personnel (KMP) Employees other than BoD and KMP Workers",direct,direct,2-21-A,GRI 2,2-21,requirement,S1-16_02,ESRS S1,S1,S1-16,97 b,Annual total remuneration ratio,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-16 §97 (b) to (c),BRSR -> GRI -> ESRS,transitive_official,2-21,2,small_expansion,review,small_expansion_partial_requirement,candidate
P5-E3,"Details of remuneration/salary/wages, in the following format (gender-wise): Board of Directors (BoD) Key Managerial Personnel (KMP) Employees other than BoD and KMP Workers",direct,direct,2-21-A,GRI 2,2-21,requirement,S1-16_03,ESRS S1,S1,S1-16,97 c,"Disclosure of contextual information necessary to understand data, how data has been compiled and other changes to underlying data that are to be considered",narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-16 §97 (b) to (c),BRSR -> GRI -> ESRS,transitive_official,2-21,2,small_expansion,review,small_expansion_partial_requirement,candidate
P5-E3,"Details of remuneration/salary/wages, in the following format (gender-wise): Board of Directors (BoD) Key Managerial Personnel (KMP) Employees other than BoD and KMP Workers",direct,direct,2-21,GRI 2,2-21,disclosure,S1-16_02,ESRS S1,S1,S1-16,97 b,Annual total remuneration ratio,Percent,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-16 §97 (b) to (c),BRSR -> GRI -> ESRS,transitive_official,2-21,2,small_expansion,review,small_expansion_partial_requirement,candidate
P5-E3,"Details of remuneration/salary/wages, in the following format (gender-wise): Board of Directors (BoD) Key Managerial Personnel (KMP) Employees other than BoD and KMP Workers",direct,direct,2-21,GRI 2,2-21,disclosure,S1-16_03,ESRS S1,S1,S1-16,97 c,"Disclosure of contextual information necessary to understand data, how data has been compiled and other changes to underlying data that are to be considered",narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS S1 S1-16 §97 (b) to (c),BRSR -> GRI -> ESRS,transitive_official,2-21,2,small_expansion,review,small_expansion_partial_requirement,candidate
P5-E4,Do you have a focal point (Individual/ Committee) responsible for addressing human rights impacts or issues caused or contributed to by the business?,direct,direct,2-13-A-I-II,GRI 2,2-13,requirement,GOV-1_11,ESRS 2,ESRS 2,GOV-1,22 c i,Description of how oversight is exercised over management-level position or committee to which management's role is delegated to,narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS 2 GOV-1 §22 (c) i and ii; GOV- 2 §26 (a); ESRS G1 G1-3 §18 (c),BRSR -> GRI -> ESRS,transitive_official,2-13,3,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P5-E4,Do you have a focal point (Individual/ Committee) responsible for addressing human rights impacts or issues caused or contributed to by the business?,direct,direct,2-13-A-I-II,GRI 2,2-13,requirement,GOV-1_12,ESRS 2,ESRS 2,GOV-1,22 c ii,"Information about reporting lines to administrative, management and supervisory bodies",narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS 2 GOV-1 §22 (c) i and ii; GOV- 2 §26 (a); ESRS G1 G1-3 §18 (c),BRSR -> GRI -> ESRS,transitive_official,2-13,3,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P5-E4,Do you have a focal point (Individual/ Committee) responsible for addressing human rights impacts or issues caused or contributed to by the business?,direct,direct,2-13-A-I-II,GRI 2,2-13,requirement,G1-3_03,ESRS G1,G1,G1-3,18 c,"Information about process to report outcomes to administrative, management and supervisory bodies",narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS 2 GOV-1 §22 (c) i and ii; GOV- 2 §26 (a); ESRS G1 G1-3 §18 (c),BRSR -> GRI -> ESRS,transitive_official,2-13,3,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P5-E4,Do you have a focal point (Individual/ Committee) responsible for addressing human rights impacts or issues caused or contributed to by the business?,direct,direct,2-13,GRI 2,2-13,disclosure,GOV-1_11,ESRS 2,ESRS 2,GOV-1,22 c i,Description of how oversight is exercised over management-level position or committee to which management's role is delegated to,narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS 2 GOV-1 §22 (c) i and ii; GOV- 2 §26 (a); ESRS G1 G1-3 §18 (c),BRSR -> GRI -> ESRS,transitive_official,2-13,3,small_expansion,review,small_expansion_disclosure_level,candidate
P5-E4,Do you have a focal point (Individual/ Committee) responsible for addressing human rights impacts or issues caused or contributed to by the business?,direct,direct,2-13,GRI 2,2-13,disclosure,GOV-1_12,ESRS 2,ESRS 2,GOV-1,22 c ii,"Information about reporting lines to administrative, management and supervisory bodies",narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS 2 GOV-1 §22 (c) i and ii; GOV- 2 §26 (a); ESRS G1 G1-3 §18 (c),BRSR -> GRI -> ESRS,transitive_official,2-13,3,small_expansion,review,small_expansion_disclosure_level,candidate
P5-E4,Do you have a focal point (Individual/ Committee) responsible for addressing human rights impacts or issues caused or contributed to by the business?,direct,direct,2-13,GRI 2,2-13,disclosure,G1-3_03,ESRS G1,G1,G1-3,18 c,"Information about process to report outcomes to administrative, management and supervisory bodies",narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS 2 GOV-1 §22 (c) i and ii; GOV- 2 §26 (a); ESRS G1 G1-3 §18 (c),BRSR -> GRI -> ESRS,transitive_official,2-13,3,small_expansion,review,small_expansion_disclosure_level,candidate
P5-E6,Number of Complaints on the following made by employees and workers: Sexual Harassment Discrimination at workplace Child Labour Forced/ Involuntary Labour Wages Other human rights related issues,can_be_covered_by,partial,406-1-A,GRI 406,406-1,requirement,S1-17_01,ESRS S1,S1,S1-17,103 a,Number of incidents of discrimination [table],Table,GRI-EFRAG-Nov2024-datapoint-mapping,direct,"ESRS S1 S1-17 §103 (a), §AR 103",BRSR -> GRI -> ESRS,transitive_official,406-1,3,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P5-E6,Number of Complaints on the following made by employees and workers: Sexual Harassment Discrimination at workplace Child Labour Forced/ Involuntary Labour Wages Other human rights related issues,can_be_covered_by,partial,406-1-A,GRI 406,406-1,requirement,S1-17_02,ESRS S1,S1,S1-17,103 a,Number of incidents of discrimination,Table/Integer,GRI-EFRAG-Nov2024-datapoint-mapping,direct,"ESRS S1 S1-17 §103 (a), §AR 103",BRSR -> GRI -> ESRS,transitive_official,406-1,3,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P5-E6,Number of Complaints on the following made by employees and workers: Sexual Harassment Discrimination at workplace Child Labour Forced/ Involuntary Labour Wages Other human rights related issues,can_be_covered_by,partial,406-1-A,GRI 406,406-1,requirement,S1-17_13,ESRS S1,S1,S1-17,AR 103,Disclosure of the status of incidents and/or complaints and actions taken,narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,"ESRS S1 S1-17 §103 (a), §AR 103",BRSR -> GRI -> ESRS,transitive_official,406-1,3,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P5-E6,Number of Complaints on the following made by employees and workers: Sexual Harassment Discrimination at workplace Child Labour Forced/ Involuntary Labour Wages Other human rights related issues,can_be_covered_by,partial,406-1,GRI 406,406-1,disclosure,S1-17_01,ESRS S1,S1,S1-17,103 a,Number of incidents of discrimination [table],Table,GRI-EFRAG-Nov2024-datapoint-mapping,direct,"ESRS S1 S1-17 §103 (a), §AR 103",BRSR -> GRI -> ESRS,transitive_official,406-1,3,small_expansion,review,small_expansion_disclosure_level,candidate
