brsr_id,brsr_text,brsr_match_type,brsr_mapping_semantics,gri_code_from_brsr,gri_standard,gri_disclosure,gri_granularity,esrs_datapoint_id,esrs_sheet,esrs_topic_code,esrs_dr,esrs_paragraph,esrs_name,esrs_data_type,gri_esrs_source,interop_mapping_type,interop_esrs_requirement,mapping_chain,mapping_confidence,gri_parent_disclosure,esrs_expansion_count,expansion_class,precision_class,precision_reason,candidate_status
P5-E6,Number of Complaints on the following made by employees and workers: Sexual Harassment Discrimination at workplace Child Labour Forced/ Involuntary Labour Wages Other human rights related issues,can_be_covered_by,partial,406-1,GRI 406,406-1,disclosure,S1-17_02,ESRS S1,S1,S1-17,103 a,Number of incidents of discrimination,Table/Integer,GRI-EFRAG-Nov2024-datapoint-mapping,direct,"ESRS S1 S1-17 §103 (a), §AR 103",BRSR -> GRI -> ESRS,transitive_official,406-1,3,small_expansion,review,small_expansion_disclosure_level,candidate
P5-E6,Number of Complaints on the following made by employees and workers: Sexual Harassment Discrimination at workplace Child Labour Forced/ Involuntary Labour Wages Other human rights related issues,can_be_covered_by,partial,406-1,GRI 406,406-1,disclosure,S1-17_13,ESRS S1,S1,S1-17,AR 103,Disclosure of the status of incidents and/or complaints and actions taken,narrative,GRI-EFRAG-Nov2024-datapoint-mapping,direct,"ESRS S1 S1-17 §103 (a), §AR 103",BRSR -> GRI -> ESRS,transitive_official,406-1,3,small_expansion,review,small_expansion_disclosure_level,candidate
P6-E10,"If the entity has operations/offices in/around ecologically sensitive areas (such as national parks, wildlife sanctuaries, biosphere reserves, wetlands, biodiversity hotspots, forests, coastal regulation zones etc.) where environmental approvals / clearances are required",direct,direct,304-1-A-I-V,GRI 304,304-1,requirement,E4.IRO-1_15,ESRS E4,E4,E4.IRO-1,19a,Activities related to sites located in or near biodiversity-sensitive areas negatively affect these areas by leading to deterioration of natural habitats and habitats of species and to disturbance of species for which protected area has been designated,semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E4 §16 (a) i; §19 (a); E4-5 §35,BRSR -> GRI -> ESRS,transitive_official,304-1,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E10,"If the entity has operations/offices in/around ecologically sensitive areas (such as national parks, wildlife sanctuaries, biosphere reserves, wetlands, biodiversity hotspots, forests, coastal regulation zones etc.) where environmental approvals / clearances are required",direct,direct,304-1,GRI 304,304-1,disclosure,E4.IRO-1_15,ESRS E4,E4,E4.IRO-1,19a,Activities related to sites located in or near biodiversity-sensitive areas negatively affect these areas by leading to deterioration of natural habitats and habitats of species and to disturbance of species for which protected area has been designated,semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E4 §16 (a) i; §19 (a); E4-5 §35,BRSR -> GRI -> ESRS,transitive_official,304-1,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E3,"Provide details of the following disclosures related to water, in the following format: Water withdrawal by source (in kilolitres) (i) Surface water (ii) Groundwater (iii) Third party water (iv) Seawater / desalinated water (v) Others Total volume of water withdrawal (in kilolitres) (i + ii + iii + iv + v) Total volume of water consumption (in kilolitres) Water intensity per rupee of turnover (Water consumed / turnover) Water intensity (optional) – the relevant metric may be selected by the entity",direct,direct,303-3-A-I-V,GRI 303,303-3,requirement,E3-4_11,ESRS E3,E3,E3-4,AR 32,Total water withdrawals,Volume,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E3 E3-4 §AR 32,BRSR -> GRI -> ESRS,transitive_official,303-3,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E3,"Provide details of the following disclosures related to water, in the following format: Water withdrawal by source (in kilolitres) (i) Surface water (ii) Groundwater (iii) Third party water (iv) Seawater / desalinated water (v) Others Total volume of water withdrawal (in kilolitres) (i + ii + iii + iv + v) Total volume of water consumption (in kilolitres) Water intensity per rupee of turnover (Water consumed / turnover) Water intensity (optional) – the relevant metric may be selected by the entity",direct,direct,303-3,GRI 303,303-3,disclosure,E3-4_11,ESRS E3,E3,E3-4,AR 32,Total water withdrawals,Volume,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E3 E3-4 §AR 32,BRSR -> GRI -> ESRS,transitive_official,303-3,1,one_to_one,review,one_to_one_partial_requirement,candidate
P6-E4,"Has the entity implemented a mechanism for Zero Liquid Discharge? If yes, provide details of its coverage and implementation.",can_be_covered_by,partial,303-2-A,GRI 303,303-2,requirement,E2-3_05,ESRS E2,E2,E2-3,24,Ecological thresholds and entity-specific allocations were taken into consideration when setting pollution-related target,semi-narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E2 E2-3 §24 (a),BRSR -> GRI -> ESRS,transitive_official,303-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E4,"Has the entity implemented a mechanism for Zero Liquid Discharge? If yes, provide details of its coverage and implementation.",can_be_covered_by,partial,303-2-A,GRI 303,303-2,requirement,E2-3_06,ESRS E2,E2,E2-3,24 a,Disclosure of ecological thresholds identified and methodology used to identify ecological thresholds (pollution),narrative,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E2 E2-3 §24 (a),BRSR -> GRI -> ESRS,transitive_official,303-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-1,GRI 305,305-1,disclosure,E1-6_01,ESRS E1,E1,E1-6,44,"Gross Scopes 1, 2, 3 and Total GHG emissions - GHG emissions per scope [table]",Table,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E1 E1-4 §34 (c); E1-6 §44 (a); §46; §48 (a); §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; AR §43 (c) to (d),BRSR -> GRI -> ESRS,transitive_official,305-1,3,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-1,GRI 305,305-1,disclosure,E1-6_07,ESRS E1,E1,E1-6,48 a,Gross Scope 1 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E1 E1-4 §34 (c); E1-6 §44 (a); §46; §48 (a); §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; AR §43 (c) to (d),BRSR -> GRI -> ESRS,transitive_official,305-1,3,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-1,GRI 305,305-1,disclosure,E1-6_17,ESRS E1,E1,E1-6,AR 43 c,biogenic emissions of CO2 from the combustion or bio-degradation of biomassnot included in Scope 1 GHG emissions,ghgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E1 E1-4 §34 (c); E1-6 §44 (a); §46; §48 (a); §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; AR §43 (c) to (d),BRSR -> GRI -> ESRS,transitive_official,305-1,3,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-1-B,GRI 305,305-1,requirement,E1-6_01,ESRS E1,E1,E1-6,44,"Gross Scopes 1, 2, 3 and Total GHG emissions - GHG emissions per scope [table]",Table,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E1 E1-4 §34 (c); E1-6 §44 (a); §46; §48 (a); §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; AR §43 (c) to (d),BRSR -> GRI -> ESRS,transitive_official,305-1,3,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-1-B,GRI 305,305-1,requirement,E1-6_07,ESRS E1,E1,E1-6,48 a,Gross Scope 1 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E1 E1-4 §34 (c); E1-6 §44 (a); §46; §48 (a); §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; AR §43 (c) to (d),BRSR -> GRI -> ESRS,transitive_official,305-1,3,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-1-B,GRI 305,305-1,requirement,E1-6_17,ESRS E1,E1,E1-6,AR 43 c,biogenic emissions of CO2 from the combustion or bio-degradation of biomassnot included in Scope 1 GHG emissions,ghgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,ESRS E1 E1-4 §34 (c); E1-6 §44 (a); §46; §48 (a); §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; AR §43 (c) to (d),BRSR -> GRI -> ESRS,transitive_official,305-1,3,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-2-A,GRI 305,305-2,requirement,E1-6_09,ESRS E1,E1,E1-6,"49 a, 52 a",Gross location-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E1 E1-4 §34 (c); E1-6 §44 (b); §46; §49; §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; §AR 45 (a), (c), (d), and (f)",BRSR -> GRI -> ESRS,transitive_official,305-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-2-A,GRI 305,305-2,requirement,E1-6_10,ESRS E1,E1,E1-6,"49 b, 52 b",Gross market-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E1 E1-4 §34 (c); E1-6 §44 (b); §46; §49; §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; §AR 45 (a), (c), (d), and (f)",BRSR -> GRI -> ESRS,transitive_official,305-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-2-B,GRI 305,305-2,requirement,E1-6_09,ESRS E1,E1,E1-6,"49 a, 52 a",Gross location-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E1 E1-4 §34 (c); E1-6 §44 (b); §46; §49; §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; §AR 45 (a), (c), (d), and (f)",BRSR -> GRI -> ESRS,transitive_official,305-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-2-B,GRI 305,305-2,requirement,E1-6_10,ESRS E1,E1,E1-6,"49 b, 52 b",Gross market-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E1 E1-4 §34 (c); E1-6 §44 (b); §46; §49; §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; §AR 45 (a), (c), (d), and (f)",BRSR -> GRI -> ESRS,transitive_official,305-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-2-C,GRI 305,305-2,requirement,E1-6_09,ESRS E1,E1,E1-6,"49 a, 52 a",Gross location-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E1 E1-4 §34 (c); E1-6 §44 (b); §46; §49; §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; §AR 45 (a), (c), (d), and (f)",BRSR -> GRI -> ESRS,transitive_official,305-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-2-C,GRI 305,305-2,requirement,E1-6_10,ESRS E1,E1,E1-6,"49 b, 52 b",Gross market-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E1 E1-4 §34 (c); E1-6 §44 (b); §46; §49; §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; §AR 45 (a), (c), (d), and (f)",BRSR -> GRI -> ESRS,transitive_official,305-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-4-A,GRI 305,305-4,requirement,E1-6_30,ESRS E1,E1,E1-6,53,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-4-A,GRI 305,305-4,requirement,E1-6_31,ESRS E1,E1,E1-6,53,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-4-B,GRI 305,305-4,requirement,E1-6_30,ESRS E1,E1,E1-6,53,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-4-B,GRI 305,305-4,requirement,E1-6_31,ESRS E1,E1,E1-6,53,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-4-C,GRI 305,305-4,requirement,E1-6_30,ESRS E1,E1,E1-6,53,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-4-C,GRI 305,305-4,requirement,E1-6_31,ESRS E1,E1,E1-6,53,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_exact_gri_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-2,GRI 305,305-2,disclosure,E1-6_09,ESRS E1,E1,E1-6,"49 a, 52 a",Gross location-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E1 E1-4 §34 (c); E1-6 §44 (b); §46; §49; §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; §AR 45 (a), (c), (d), and (f)",BRSR -> GRI -> ESRS,transitive_official,305-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-2,GRI 305,305-2,disclosure,E1-6_10,ESRS E1,E1,E1-6,"49 b, 52 b",Gross market-based Scope 2 greenhouse gas emissions,Table/GhgEmissions,GRI-EFRAG-Nov2024-datapoint-mapping,partial_requirement,"ESRS E1 E1-4 §34 (c); E1-6 §44 (b); §46; §49; §50; §AR 25 (b) and (c); §AR 39 (a) to (d); §AR 40; §AR 45 (a), (c), (d), and (f)",BRSR -> GRI -> ESRS,transitive_official,305-2,2,small_expansion,review,small_expansion_partial_requirement,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-4,GRI 305,305-4,disclosure,E1-6_30,ESRS E1,E1,E1-6,53,"GHG emissions intensity, location-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_disclosure_level,candidate
P6-E6,"Provide details of greenhouse gas emissions (Scope 1 and Scope 2 emissions) & its intensity, in the following format: Total Scope 1 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2 equivalent Total Scope 2 emissions (Break-up of the GHG into CO2, CH4, N2O, HFCs, PFCs, SF6, NF3, if available) Metric tonnes of CO2equivalent Total Scope 1 and Scope 2 emissions per rupee of turnover Total Scope 1 and Scope 2 emission intensity (optional) – the relevant metric may be selected by the entity",direct,direct,305-4,GRI 305,305-4,disclosure,E1-6_31,ESRS E1,E1,E1-6,53,"GHG emissions intensity, market-based (total GHG emissions per net revenue)",Intensity,GRI-EFRAG-Nov2024-datapoint-mapping,direct,ESRS E1 E1-6 §53; §AR 39 (c),BRSR -> GRI -> ESRS,transitive_official,305-4,2,small_expansion,review,small_expansion_disclosure_level,candidate
