brsr_id,gri_code,gri_disclosure,esrs_datapoint_id,esrs_sheet,esrs_topic_code,esrs_dr,esrs_name,esrs_data_type,brsr_match_type,brsr_mapping_semantics,brsr_evidence_source,gri_esrs_match_level,expansion_count,expansion_class,interop_support,evidence_tier
P5-E5,2-25-D,2-25,S4-3_06,ESRS S4,S4,S4-3,Policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place,semi-narrative,direct,direct,table1,disclosure,43,very_high,direct,review
P5-E5,2-25-D,2-25,S4-3_09,ESRS S4,S4,S4-3,Disclosure of whether and how consumers and/or end-users are able to access channels at level of undertaking they are affected by,narrative,direct,direct,table1,disclosure,43,very_high,direct,review
P5-E5,2-25-D,2-25,S4-3_11,ESRS S4,S4,S4-3,Grievances are treated confidentially and with respect to rights of privacy and data protection,semi-narrative,direct,direct,table1,disclosure,43,very_high,direct,review
P5-E5,2-25-D,2-25,S4-3_12,ESRS S4,S4,S4-3,consumers and end-users   are allowed to use anonymously channels to raise concerns or needs,semi-narrative,direct,direct,table1,disclosure,43,very_high,direct,review
P5-E5,2-25-D,2-25,S4-4_07,ESRS S4,S4,S4-4,Description of approach to ensuring that processes to provide or enable remedy in event of material negative impacts on  consumers and end-users are available and effective in their implementation and outcomes,narrative,direct,direct,table1,disclosure,43,very_high,direct,review
P5-E8,2-23-A-IV,2-23,MDR-P_02,ESRS 2 MDR,ESRS 2,MDR-P,Description of scope of policy or of its exclusions,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,MDR-P_03,ESRS 2 MDR,ESRS 2,MDR-P,Description of most senior level in organisation that is accountable for implementation of policy,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,MDR-P_05,ESRS 2 MDR,ESRS 2,MDR-P,Description of consideration given to interests of key stakeholders in setting policy,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,MDR-P_06,ESRS 2 MDR,ESRS 2,MDR-P,Explanation of whether and how policy is made available to potentially affected stakeholders and stakeholders who need to help implement it,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S1-1_01,ESRS S1,S1,S1-1,"Policies to manage material impacts, risks and opportunities related to own workforce, including for specific groups within workforce or all own workforce",semi-narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S1-1_03,ESRS S1,S1,S1-1,Description of relevant human rights policy commitments relevant to own workforce,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S1-1_07,ESRS S1,S1,S1-1,Disclosure of whether and how policies are aligned with relevant internationally recognised instruments,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S1-1_12,ESRS S1,S1,S1-1,Disclosure of specific policy commitments related to inclusion and (or) positive action for people from groups at particular risk of vulnerability in own workforce,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S1-1_14,ESRS S1,S1,S1-1,"Disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant",narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S2-1_01,ESRS S2,S2,S2-1,Description of relevant human rights policy commitments relevant to value chain workers,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S2-1_08,ESRS S2,S2,S2-1,Disclosure of whether and how policies are aligned with relevant internationally recognised instruments,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S2-1_11,ESRS S2,S1,S2-1,"Disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant",narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S3-1_02,ESRS S3,S3,S3-1,Description of relevant human rights policy commitments relevant to affected communities,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S3-1_06,ESRS S3,S3,S3-1,Disclosure of whether and how policies are aligned with relevant internationally recognised instruments,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S3-1_09,ESRS S3,S3,S3-1,"Disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant",narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S4-1_01,ESRS S4,S4,S4-1,"Policies to manage material impacts, risks and opportunities related to affected consumers and end-users, including specific groups or all consumers / end-users",narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S4-1_02,ESRS S4,S4,S4-1,Description of relevant human rights policy commitments relevant to consumers and/or end-users,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S4-1_06,ESRS S4,S4,S4-1,Description of whether and how policies are aligned with relevant internationally recognised instruments,narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,S4-1_09,ESRS S4,S4,S4-1,"Disclosure on an illustration of the types of communication of its policies to those individuals, group of individuals or entities for whom they are relevant",narrative,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,2-23-A-IV,2-23,G1.MDR-P_01-06,ESRS G1,G1,G1-1,"Policies in place to manage its material impacts, risks and opportunities related to business conduct and corporate culture [see ESRS 2 MDR-P]",MDR-P,direct,direct,table1,disclosure,20,high,partial_requirement,review
P5-E8,3-3,3-3,BP-2_24,ESRS 2,ESRS 2,BP-2,Description of any time-bound targets set related to sustainability matters assessed to be material (phase-in) and progress made towards achieving those targets,narrative/numerical,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,BP-2_25,ESRS 2,ESRS 2,BP-2,Description of policies related to sustainability matters assessed to be material (phase-in),narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,BP-2_26,ESRS 2,ESRS 2,BP-2,"Description of actions taken to identify, monitor, prevent, mitigate, remediate or bring end to actual or potential adverse impacts related to sustainability matters assessed to be material (phase-in) and result of such actions",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,BP-2_27,ESRS 2,ESRS 2,BP-2,Disclosure of metrics related to sustainability matters assessed to be material (phase-in),narrative/numerical,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,SBM-1_21,ESRS 2,ESRS 2,SBM-1,"Description of sustainability-related goals in terms of significant groups of products and services, customer categories, geographical areas and relationships with stakeholders",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,SBM-3_04,ESRS 2,ESRS 2,SBM-3,Disclosure of how material negative and positive impacts affect (or are likely to affect) people or environment,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,SBM-3_07,ESRS 2,ESRS 2,SBM-3,Description of nature of activities or business relationships through which undertaking is involved with material impacts,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-P_01,ESRS 2 MDR,ESRS 2,MDR-P,Description of key contents of policy,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-A_01,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of key action,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-A_04,ESRS 2 MDR,ESRS 2,MDR-A,"Description of key action taken, and its results, to provide for and cooperate in or support provision of remedy for those harmed by actual material impacts",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-A_05,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of quantitative and qualitative information regarding progress of actions or action plans disclosed in prior periods,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-A_06,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of the type of current and future financial and other resources allocated to the action plan (Capex and Opex),narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-M_01,ESRS 2 MDR,ESRS 2,MDR-M,"Description of metric used to evaluate performance and effectiveness, in relation to material impact, risk or opportunity",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_02,ESRS 2 MDR,ESRS 2,MDR-T,Measurable target,Decimal/Percent/narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_04,ESRS 2 MDR,ESRS 2,MDR-T,Description of scope of target,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_05,ESRS 2 MDR,ESRS 2,MDR-T,Baseline value,Integer,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_07,ESRS 2 MDR,ESRS 2,MDR-T,Period to which target applies,semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_09,ESRS 2 MDR,ESRS 2,MDR-T,Description of methodologies and significant assumptions used to define target,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_10,ESRS 2 MDR,ESRS 2,MDR-T,Target related to environmental matters is based on conclusive scientific evidence,semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_13,ESRS 2 MDR,ESRS 2,MDR-T,Description of performance against disclosed target,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-P_07,ESRS 2 MDR,ESRS 2,MDR-P,Disclosure of reasons for not having adopted policies,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-P_08,ESRS 2 MDR,ESRS 2,MDR-P,Disclosure of timeframe in which the undertakings aims to adopt policies,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-P_09,ESRS 2 MDR,ESRS 2,MDR-P,Sustainability matter(s) for which policies have not been adopted,semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-A_13,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of reasons for not having adopted actions,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-A_14,ESRS 2 MDR,ESRS 2,MDR-A,Disclosure of timeframe in which the undertakings aims to adopt actions,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-A_15,ESRS 2 MDR,ESRS 2,MDR-A,Sustainability matter(s) for which actions have not been adopted,semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_14,ESRS 2 MDR,ESRS 2,MDR-T,Disclosure of timeframe for setting of measurable outcome-oriented targets,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_16,ESRS 2 MDR,ESRS 2,MDR-T,"Effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity",semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_17,ESRS 2 MDR,ESRS 2,MDR-T,"Description of processes through which effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_18,ESRS 2 MDR,ESRS 2,MDR-T,Description of defined level of ambition to be achieved and of any qualitative or quantitative indicators used to evaluate progress,narrative/numerical,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_20,ESRS 2 MDR,ESRS 2,MDR-T,Sustainability matter(s) for which targets have not been adopted,semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,MDR-T_21,ESRS 2 MDR,ESRS 2,MDR-T,Disclosure of reason for not having adopted targets,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E1-2_01,ESRS E1,E1,E1-2,Sustainability matters addressed by policy for climate change,semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E1.MDR-P_07-08,ESRS E1,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E1.MDR-A_01-12,ESRS E1,E1,E1-3,Actions and Resources related to climate change mitigation and adaptation [see ESRS 2 MDR-A],MDR-A,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E1.MDR-A_13-14,ESRS E1,ESRS 2,mdr_no_a,Disclosure to be reported if the undertaking has not adopted actions,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E1.MDR-T_01-13,ESRS E1,E1,E1-4,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E1-4_01,ESRS E1,E1,E1-4,"Disclosure of whether and how GHG emissions reduction targets and (or) any other targets have been set to manage material climate-related impacts, risks and opportunities",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E1-4_22,ESRS E1,E1,E1-4,GHG emission reduction target is science based and compatible with limiting global warming to one and half degrees Celsius,semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E1.MDR-T_14-19,ESRS E1,ESRS 2,E1-4,Disclosure to be reported if the undertaking has not set any measurable outcome-oriented targets,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E2.IRO-1_03,ESRS E2,E2,E2.IRO-1,Disclosure of results of materiality assessment (pollution),narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E2.MDR-P_07-08,ESRS E2,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E2.MDR-A_01-12,ESRS E2,E2,E2-2,Actions and resources in relation to pollution [see ESRS 2 MDR-A],MDR-A,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E2-2_01,ESRS E2,E2,E2-2,Layer in mitigation hierarchy to which action can be allocated to (pollution),semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E2.MDR-A_13-14,ESRS E2,ESRS 2,mdr_no_a,Disclosures to be reported if the undertaking has not adopted actions,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E2.MDR-T_01-13,ESRS E2,E2,E2-3,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E2-3_09,ESRS E2,E2,E2-3,Pollution-related target is mandatory (required by legislation)/voluntary,semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E2.MDR-T_14-19,ESRS E2,ESRS 2,mdr_no_t,Disclosures to be reported if the undertaking has not adopted targets,mdr_no_t,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E3.MDR-P_07-08,ESRS E3,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E3.MDR-A_01-12,ESRS E3,E3,E3-2,Actions and resources in relation to water and marine resources [see ESRS 2 MDR-A],MDR-A,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E3-2_01,ESRS E3,E3,E3-2,Layer in mitigation hierarchy to which action and resources can be allocated to (water and marine resources),semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E3.MDR-A_13-14,ESRS E3,ESRS 2,mdr_no_a,Disclosures to be reported if the undertaking has not adopted actions,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E3.MDR-T_01-13,ESRS E3,E3,E3-3,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E3.MDR-T_14-19,ESRS E3,ESRS 2,mdr_no_t,Disclosures to be reported if the undertaking has not adopted targets,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4-1_09,ESRS E4,E4,E4-1,Include information about  its own operations and  explain how it is responding to material impacts in its related value chain,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4-1_11,ESRS E4,E4,E4-1,Disclosure of contribution to impact drivers and possible mitigation actions following mitigation hierarchy and main path-dependencies and locked-in assets and resources that are associated with biodiversity and ecosystems change,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4-2_01,ESRS E4,E4,E4-2,Disclosure on whether and how biodiversity and ecosystems-related policies relate to matters reported in E4 AR4,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4-2_02,ESRS E4,E4,E4-2,Explanation of whether and  how biodiversity and ecosystems-related policy relates to material biodiversity and ecosystems-related impacts,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4.MDR-P_07-08,ESRS E4,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4.MDR-A_01-12,ESRS E4,E4,E4-3,Actions and resources in relation to biodiversity and ecosystems [see ESRS 2 - MDR-A],MDR-A,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4-3_01,ESRS E4,E4,E4-3,Disclosure on how the mitigation hierarchy has been applied with regard to biodiversity and ecosystem actions,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4-3_10,ESRS E4,E4,E4-3,"Disclosure of key stakeholders involved and how they are involved, key stakeholders negatively or positively impacted by action and how they are impacted",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4.MDR-A_13-14,ESRS E4,ESRS 2,mdr_no_a,Disclosures to be reported if the undertaking has not adopted actions,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4.MDR-T_01-13,ESRS E4,E4,E4-4,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4.MDR-T_14-19,ESRS E4,ESRS 2,mdr_no_t,Disclosures to be reported if the undertaking has not adopted targets,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E4-5_14,ESRS E4,E4,E4-5,Disclosure of how pathways of introduction and spread of invasive alien species and risks posed by invasive alien species are managed,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E5.IRO-1_01,ESRS E5,E5,E5.IRO-1,"Disclosure of whether the undertaking has screened its assets and activities in order to identify actual and potential impacts, risks and opportunities in own operations and upstream and downstream value chain, and if so, methodologies, assumptions and tools used",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E5.MDR-P_07-08,ESRS E5,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E5.MDR-A_01-12,ESRS E5,E5,E5-2,Actions and resources in relation to resource use and circular economy [see ESRS 2 MDR-A],MDR-A,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E5.MDR-A_13-14,ESRS E5,ESRS 2,mdr_no_a,Disclosures to be reported if the undertaking has not adopted actions,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E5.MDR-T_01-13,ESRS E5,E5,E5-3,Tracking effectiveness of policies and actions through targets [see ESRS 2 MDR-T ],MDR-T,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,E5.MDR-T_14-19,ESRS E5,ESRS 2,mdr_no_t,Disclosures to be reported if the undertaking has not adopted targets,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1.SBM-3_03,ESRS S1,S1,S1.SBM-3,Material negative impacts occurrence (own workforce),semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1.SBM-3_04,ESRS S1,S1,S1.SBM-3,Description of activities that result in positive impacts and types of employees and non-employees in its own workforce that are positively affected or could be positively affected,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-1_08,ESRS S1,S1,S1-1,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-1_10,ESRS S1,S1,S1-1,Specific policies aimed at elimination of discrimination are in place,semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-1_13,ESRS S1,S1,S1-1,"Disclosure of whether and how policies are implemented through specific procedures to ensure discrimination is prevented, mitigated and acted upon once detected, as well as to advance diversity and inclusion",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1.MDR-P_07-08,ESRS S1,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-2_01,ESRS S1,S1,S1-2,Disclosure of whether and how perspectives of own workforce  inform decisions or activities aimed at managing actual and potential  impacts,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-2_08,ESRS S1,S1,S1-2,Statement in case the undertaking has not adopted a general process to engage with its own workforce,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-2_09,ESRS S1,S1,S1-2,Disclosure of timeframe for adoption of general process to engage with its own workforce in case the undertaking has not adopted a general process for engagement,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-3_10,ESRS S1,S1,S1-3,Statement in case the undertaking has not adopted a channel for raising concerns,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-3_11,ESRS S1,S1,S1-3,Disclosure of timeframe for channel for raising concerns to be in place,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1.MDR-A_01-12,ESRS S1,S1,S1-4,"Action plans and resources to manage its material impacts, risks, and opportunities related to its own workforce [see ESRS 2 - MDR-A]",MDR-A,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_01,ESRS S1,S1,S1-4,"Description of action taken, planned or underway to prevent or mitigate negative impacts on own workforce",narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_02,ESRS S1,S1,S1-4,Disclosure on whether and how action has been taken to provide or enable remedy in relation to actual material impact,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_03,ESRS S1,S1,S1-4,Description of additional initiatives or actions with primary purpose of delivering positive impacts for own workforce,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_04,ESRS S1,S1,S1-4,Description of how effectiveness of actions and initiatives in delivering outcomes for own workforce is tracked and assessed,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_05,ESRS S1,S1,S1-4,Description of process through which it identifies what action is needed and appropriate in response to particular actual or potential negative impact on own workforce,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_09,ESRS S1,S1,S1-4,Disclosure of resources are allocated to the management of material impacts,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_10,ESRS S1,S1,S1-4,Disclosure of general and specific approaches to addressing material negative impacts,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_11,ESRS S1,S1,S1-4,Disclosure of initiatives aimed at contributing to additional material positive impacts,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_12,ESRS S1,S1,S1-4,Disclosure of how far undertaking has progressed in efforts during reporting period,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_13,ESRS S1,S1,S1-4,Disclosure of aims for continued improvement,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_16,ESRS S1,S1,S1-4,Disclosure of whether and how workers and workers' representatives play role in decisions regarding design and implementation of programmes or processes whose primary aim is to deliver positive impacts for workers,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-4_20,ESRS S1,S1,S1-4,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1.MDR-A_13-14,ESRS S1,ESRS 2,mdr_no_a,Disclosures to be reported if the undertaking has not adopted actions,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1.MDR-T_01-13,ESRS S1,S1,S1-5,"Targets set to manage material impacts, risks and opportunities related to own workforce [see ESRS 2 - MDR-T]",MDR-T,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-5_02,ESRS S1,S1,S1-5,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in tracking performance against targets,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-5_03,ESRS S1,S1,S1-5,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in identifying lessons or improvements as result of undertakings performance,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-5_06,ESRS S1,S1,S1-5,Disclosure of references to standards or commitments which targets are based on,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1.MDR-T_14-19,ESRS S1,ESRS 2,mdr_no_t,Disclosures to be reported if the undertaking has not adopted targets,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S1-17_08,ESRS S1,S1,S1-17,Number of severe human rights issues and incidents connected to own workforce,Integer,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S2.SBM-3_05,ESRS S2,S2,S2.SBM-3,Material negative impacts occurrence (value chain workers),semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S2.SBM-3_06,ESRS S2,S2,S2.SBM-3,Description of activities that result in positive impacts and types of value chain workers  that are positively affected or could be positively affected,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S2-1_05,ESRS S2,S2,S2-1,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",semi-narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S2.MDR-P_07-08,ESRS S2,ESRS 2,mdr_no_p,Disclosures to be reported in case the undertaking has not adopted policies,,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S2-2_01,ESRS S2,S2,S2-2,Disclosure of whether and how perspectives of value chain workers inform decisions or activities aimed at managing actual and potential  impacts,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
P5-E8,3-3,3-3,S2-2_08,ESRS S2,S2,S2-2,Statement in case the undertaking has not adopted a general process to engage with value chain workers,narrative,direct,direct,table1,disclosure,186,very_high,direct,review
