brsr_id,gri_code,esrs_datapoint_id,esrs_name,esrs_data_type,interop_mapping_type,review_reason,esrs_datapoint_count,expansion_class,brsr_match_type,brsr_mapping_semantics,interop_support,precision_class,precision_reason
A18a,2-7-B-I-II,SBM-1_04,"Number of employees (head count), during period",Integer,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_01,Characteristics of undertaking's employees - number of employees by gender [table],Table 1,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_02,Number of employees (head count),Table 1/Decimal,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_03,Average number of employees (head count),Table 1/Decimal,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_04,Characteristics of undertaking's employees - number of employees in countries with 50 or more employees representing at least 10% of total number of employees [table],Table 2,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_05,Number of employees in countries with 50 or more employees representing at least 10% of total number of employees,Table 2/Decimal,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_06,Average number of employees in countries with 50 or more employees representing at least 10% of total number of employees,Table 2/Decimal,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_07,Characteristics of undertaking's employees - information on employees by contract type and gender  [table],Table 3,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_08,Characteristics of undertaking's employees - information on employees by region [table],Table 3,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_09,Number of employees (head count or full-time equivalent),Table 3/Decimal,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_10,Average number of employees (head count or full-time equivalent),Table 3/Decimal,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_13,Description of methodologies and assumptions used to compile data (employees),narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_14,Employees numbers are reported in head count or full-time equivalent,semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_15,Employees numbers are reported at end of reporting period/average/other methodology,semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_16,Disclosure of contextual information necessary to understand data (employees),narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_18,Further detailed breakdown by gender and by region [table],Table 4,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_19,Number of full-time employees by head count or full time equivalent,Table 4 Decimal/Integer,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A18a,2-7-B-I-II,S1-6_20,Number of part-time employees by head count or full time equivalent,Table 4 Decimal/Integer,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,19,very_high_expansion,direct,direct,direct,low_precision,expansion_19
A23,2-25,S1-1_06,Disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-1_21,"Has put in place grievance procedures to address complaints, handle appeals and provide recourse for employees when discrimination is identified, and is alert to formal structures and informal cultural issues that can prevent employees from raising concerns and grievances",semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-3_01,Disclosure of general approach to and processes for providing or contributing to remedy where undertaking has caused or contributed to a material negative impact on people in its own workforce,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-3_02,Disclosure of specific channels in place for its own workforce to raise concerns or needs directly with undertaking and have them addressed,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-3_04,Disclosure of whether and how own workforce and their workers' representatives are able to access channels at level of undertaking they are employed by or contracted to work for,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-3_05,Grievance or complaints handling mechanisms related to employee matters exist,semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-3_06,Disclosure of processes through which undertaking supports or requires availability of channels,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-3_07,Disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-3_08,Disclosure of whether and how it is assessed that its own workforce is aware of and trust structures or processes as way to raise their concerns or needs and have them addressed,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-3_09,Policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place,semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S1-17_03,Number of complaints filed through channels for people in own workforce to raise concerns,Integer,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S2-1_04,Disclosure of general approach in relation to measures to provide and (or) enable remedy for human rights impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
A23,2-25,S2-3_01,Disclosure of general approach to and processes for providing or contributing to remedy where undertaking has identified that it connected with a material negative impact on  value chain workers,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,43,very_high_expansion,direct,direct,direct,low_precision,expansion_43
