brsr_id,gri_code,esrs_datapoint_id,esrs_name,esrs_data_type,interop_mapping_type,review_reason,esrs_datapoint_count,expansion_class,brsr_match_type,brsr_mapping_semantics,interop_support,precision_class,precision_reason
B5,3-3-E-II,S1-4_12,Disclosure of how far undertaking has progressed in efforts during reporting period,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1-4_13,Disclosure of aims for continued improvement,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1-4_16,Disclosure of whether and how workers and workers' representatives play role in decisions regarding design and implementation of programmes or processes whose primary aim is to deliver positive impacts for workers,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1-4_20,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1.MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1.MDR-T_01-13,"Targets set to manage material impacts, risks and opportunities related to own workforce [see ESRS 2 - MDR-T]",MDR-T,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1-5_02,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in tracking performance against targets,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1-5_03,Disclosure of whether and how own workforce or workforce' representatives were engaged directly in identifying lessons or improvements as result of undertakings performance,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1-5_06,Disclosure of references to standards or commitments which targets are based on,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1.MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S1-17_08,Number of severe human rights issues and incidents connected to own workforce,Integer,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2.SBM-3_05,Material negative impacts occurrence (value chain workers),semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2.SBM-3_06,Description of activities that result in positive impacts and types of value chain workers  that are positively affected or could be positively affected,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-1_05,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour",semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2.MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-2_01,Disclosure of whether and how perspectives of value chain workers inform decisions or activities aimed at managing actual and potential  impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-2_08,Statement in case the undertaking has not adopted a general process to engage with value chain workers,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-2_09,Disclosure of timeframe for adoption of general process to engage with  value chain workers  in case the undertaking has not adopted a general process for engagement,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-3_07,Statement in case the undertaking has not adopted a channel for raising concerns,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-3_08,Disclosure of timeframe for channel for raising concerns to be in place,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2.MDR-A_01-12,"Action plans and resources to manage its material impacts, risks, and opportunities related to value chain workers [see ESRS 2 - MDR-A]",MDR-A,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_01,"Description of action planned or underway to prevent, mitigate or remediate material negative impacts on  value chain workers",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_02,Description of whether and how action to provide or enable remedy in relation to an actual material impact,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_03,Description of additional initiatives or processes with primary purpose of delivering positive impacts for value chain workers,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_04,Description of how effectiveness of actions or initiatives in delivering outcomes for value chain workersis tracked and assessed,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_05,Description of processes to identifying what action is needed and appropriate in response to particular actual or potential material negative impact on  value chain workers,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_06,Description of approach to taking action in relation to specific material negative impacts on value chain workers,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_11,Disclosure of severe human rights issues and incidents connected to upstream and downstream value chain,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_12,Disclosure of resources allocated to management of material impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_15,Disclosure of whether and how value chain workers and legitimate representatives or their credible proxies play role in decisions regarding design and implementation of programmes or processes,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-4_18,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2.MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2.MDR-T_01-13,"Targets set to manage material impacts, risks and opportunities related to value chain workers [see ESRS 2 - MDR-T]",MDR-T,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-5_02,"Disclosure of whether and how value chain workers , their legitimate representatives or credible proxies were engaged directly in tracking performance against targets",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-5_03,"Disclosure of whether and how value chain workers , their legitimate representatives or credible proxies were engaged directly in identifying lessons or improvements as result of undertaking’s performance",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2-5_06,Disclosure of references to standards or commitments on which target is based,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S2.MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3.SBM-3_04,Material negative impacts occurrence (affected communities),semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3.SBM-3_05,Description of activities that result in positive impacts and types of affected communities that are positively affected or could be positively affected,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-1_01,Disclosure of any  any particular policy provisions for preventing and addressing impacts on indigenous peoples,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3.MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-2_01,Disclosure of whether and how perspectives of affected communities inform decisions or activities aimed at managing actual and potential impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-2_08,Statement in case the undertaking has not adopted a general process to engage with affected communities,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-2_09,Disclosure of timeframe for adoption of general process to engage with affected communities in case the undertaking has not adopted a general process for engagement,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-3_16,Statement in case the undertaking has not adopted a general process to engage with affected communities,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-3_17,Disclosure of timeframe for channel or processes for raising concerns to be in place,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3.MDR-A_01-12,"Action plans and resources to manage its material impacts, risks, and opportunities related to affected communities [see ESRS 2 - MDR-A]",MDR-A,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_01,"Description of action taken, planned or underway to prevent, mitigate or remediate material negative impacts on affected communities",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_02,Description of whether and how the undertaking has taken action to provide or enable remedy in relation to an actual material impact,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_03,Description of additional initiatives or processes with primary purpose of delivering positive impacts for affected communities,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_04,Description of how effectiveness of actions or initiatives in delivering outcomes for affected communities is tracked and assessed,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_05,Description of processes to identifying what action is needed and appropriate in response to particular actual or potential material negative impact on affected communities,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_06,Description of approach to taking action in relation to specific material negative impacts on affected communities,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_10,Disclosure of whether and how it is ensured that own practices do not cause or contribute to material negative impacts on affected communities,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_11,Disclosure of severe human rights issues and incidents connected to affected communities,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_12,Disclosure of resources allocated to management of material impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_15,Disclosure of whether and how affected communities  play role in decisions regarding design and implementation of programmes or investments,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-4_19,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3.MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3.MDR-T_01-13,"Targets set to manage material impacts, risks and opportunities related to affected communities [see ESRS 2 - MDR-T]",MDR-T,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-5_02,Disclosure of whether and how affected communities  were engaged directly in tracking performance against targets,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-5_03,Disclosure of whether and how affected communities  were engaged directly in identifying lessons or improvements as result of undertaking’s performance,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3-5_06,Disclosure of references to standards or commitments on which target is based,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S3.MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4.SBM-3_04,Material negative impacts occurrence (consumers and end-users),semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4.SBM-3_05,Description of activities that result in positive impacts and types of  consumers and end-users that are positively affected or could be positively affected,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4.MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-2_01,Disclosure of whether and how perspectives of consumers and end-users inform decisions or activities aimed at managing actual and potential impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-2_07,Statement in case the undertaking has not adopted a general process to engage with consumers and/or end-users,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-2_08,Disclosure of timeframe for adoption of general process to engage with  consumers and end-users   in case the undertaking has not adopted a general process for engageme,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-3_07,Statement in case the undertaking has not adopted a general process to engage with consumers and/or end-users,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-3_08,Disclosure of timeframe for channel or processes for raising concerns to be in place,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4.MDR-A_01-12,"Action plans and resources to manage its material impacts, risks, and opportunities related to consumers and end-users [see ESRS 2 - MDR-A]",MDR-A,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_01,"Description of action planned or underway to prevent, mitigate or remediate material negative impacts on consumers and end-users",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_02,Description of whether and how action has been taken to provide or enable remedy in relation to an actual material impact,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_03,Description of additional initiatives or processes with primary purpose of delivering positive impacts for consumers and end-users,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_04,Description of how effectiveness of actions or initiatives in delivering outcomes for consumers and end-users is tracked and assessed,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_05,Description of approach to identifying what action is needed and appropriate in response to particular actual or potential material negative impact on  consumers and end-users,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_06,Description of approach to taking action in relation to specific material impacts on consumers and end-users,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_11,Disclosure of severe human rights issues and incidents connected to consumers and/or end-users,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_12,Disclosure of resources allocated to management of material impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_15,Disclosure of how consumers and end-users play role in decisions regarding design and implementation of programmes or processes,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-4_18,Description of internal functions that are involved in managing impacts and types of action taken by internal functions to address negative and advance positive impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4.MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4.MDR-T_01-13,"Targets set to manage material impacts, risks and opportunities related to consumers and end-users [see ESRS 2 - MDR-T]",MDR-T,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-5_02,Disclosure of whether and how consumers and end-users were engaged directly in tracking performance against targets,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-5_03,Disclosure of whether and how consumers and end-users were engaged directly in identifying lessons or improvements as result of undertaking’s performance,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4-5_06,Disclosure of references to standards or commitments on which target is based,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,S4.MDR-T_14-19,Disclosures to be reported if the undertaking has not adopted targets,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,G1-2_02,"Description of approaches in regard to relationships with suppliers, taking account risks related to supply chain and impacts on sustainability matters",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,G1.MDR-P_07-08,Disclosures to be reported in case the undertaking has not adopted policies,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,G1-3_04,"Disclosure of plans to adopt procedures to prevent, detect, and address allegations or incidents of corruption or bribery in case of no procedure",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,G1.MDR-A_01-12,"Action plans and resources to manage its material impacts, risks, and opportunities related to corruption and bribery [see ESRS 2 - MDR-A]",MDR-A,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B5,3-3-E-II,G1.MDR-A_13-14,Disclosures to be reported if the undertaking has not adopted actions,,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,expansion_186
B6,3-3,BP-2_24,Description of any time-bound targets set related to sustainability matters assessed to be material (phase-in) and progress made towards achieving those targets,narrative/numerical,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,BP-2_25,Description of policies related to sustainability matters assessed to be material (phase-in),narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,BP-2_26,"Description of actions taken to identify, monitor, prevent, mitigate, remediate or bring end to actual or potential adverse impacts related to sustainability matters assessed to be material (phase-in) and result of such actions",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,BP-2_27,Disclosure of metrics related to sustainability matters assessed to be material (phase-in),narrative/numerical,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,SBM-1_21,"Description of sustainability-related goals in terms of significant groups of products and services, customer categories, geographical areas and relationships with stakeholders",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,SBM-3_04,Disclosure of how material negative and positive impacts affect (or are likely to affect) people or environment,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,SBM-3_07,Description of nature of activities or business relationships through which undertaking is involved with material impacts,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-P_01,Description of key contents of policy,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-A_01,Disclosure of key action,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-A_04,"Description of key action taken, and its results, to provide for and cooperate in or support provision of remedy for those harmed by actual material impacts",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-A_05,Disclosure of quantitative and qualitative information regarding progress of actions or action plans disclosed in prior periods,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-A_06,Disclosure of the type of current and future financial and other resources allocated to the action plan (Capex and Opex),narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-M_01,"Description of metric used to evaluate performance and effectiveness, in relation to material impact, risk or opportunity",narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-T_02,Measurable target,Decimal/Percent/narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-T_04,Description of scope of target,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-T_05,Baseline value,Integer,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-T_07,Period to which target applies,semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-T_09,Description of methodologies and significant assumptions used to define target,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-T_10,Target related to environmental matters is based on conclusive scientific evidence,semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-T_13,Description of performance against disclosed target,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-P_07,Disclosure of reasons for not having adopted policies,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-P_08,Disclosure of timeframe in which the undertakings aims to adopt policies,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-P_09,Sustainability matter(s) for which policies have not been adopted,semi-narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
B6,3-3,MDR-A_13,Disclosure of reasons for not having adopted actions,narrative,direct,one BRSR-GRI requirement expands to >15 ESRS datapoints,186,very_high_expansion,direct,direct,direct,low_precision,gri_3-3_broad_management_disclosure
